variant,case_id,failure_type,missing_gold,negative_hits,gold_symptoms,evaluated_k,predicted_top_k,queries_used,span_names,span_statuses,span_types,active_span_count,skipped_span_count
C,syn_0502,miss_all_gold|extraction_gold_mismatch,피로감,,피로감,20,운동 시 호흡곤란; 권태감; 기침; 식욕부진; 콧물; 불안; 호기의 증가; 무증상; 코막힘; 화농성 객담; 설사; 천식; 근육통; 피부홍조; 결막염; 체중감소; 두통; 흉곽 팽윤; 기운없음; 감기 증상,지금 먹는 약은 없고 쉬어도 피곤해.,,있음,symptom,1,0
C,syn_0505,negative_hit|extraction_gold_mismatch,,가슴 두근거림,근육통,20,가슴 두근거림; 가슴 답답; 온몸이 떨림; 근육통; 함몰가슴; 삼키기 곤란; 발한; 피부홍조; 불안; 오한; 두통; 기침; 하지부종; 지남력 장애; 구토; 감기 증상; 검은색 가래; 코막힘; 가래; 흉통,가슴 두근거림은 나아졌어 근데 온몸 근육이 쑤셔 그래서 진료 보러 왔어.,,있음,symptom,1,0
C,syn_0509,negative_hit|extraction_gold_mismatch,,검은색 가래,가슴 답답; 가슴 두근거림,20,검은색 가래; 가슴 답답; 가래; 거품이 섞인 가래; 함몰가슴; 가슴 두근거림; 눈이 무거운 느낌; 삼키기 곤란; 구토; 기침; 화농성 객담; 감기 증상; 운동 시 호흡곤란; 불안; 탈장; 오한; 체중감소; 피부홍조; 청색증; 눈의 충혈,검은색 가래는 나아졌어 근데 가슴이 막힌 듯 답답해 그리고 심장이 빨리 뛰는 느낌이야 그래서 진료 보러 왔어.,,있음,symptom,1,0
C,syn_0513,negative_hit|extraction_gold_mismatch,,복부팽만감,권태감,20,복부팽만감; 복부 통증; 탈장; 복벽이 움푹 들어감; 코막힘; 천식; 권태감; 질식; 피로감; 화농성 객담; 흉통; 기침; 결막염; 근육통; 저산소증; 흉수; 의식 저하; 사지 부종; 창백; 폐부종,복부팽만감은 지금은 괜찮아 근데 집에 있던 약 조금 먹었는데도 괜히 몸땡이가 무겁고 처져.,,있음,symptom,1,0
C,syn_0517,negative_hit|extraction_gold_mismatch,,빈맥,발한; 설사,20,복부 통증; 빈맥; 설사; 열; 서맥; 빈호흡; 발한; 피로감; 구토; 저산소증; 부정맥; 흉수; 질식; 경정맥 확장; 가래; 복벽이 움푹 들어감; 객혈; 복부팽만감; 거품이 섞인 가래; 콧물,빈맥은 지금은 괜찮아 근데 식은땀이 흘러 그리고 배가 아프고 설사를 해.,,있음,symptom,1,0
C,syn_0519,partial_miss|extraction_gold_mismatch,오한,,사지 부종; 오한,20,사지 부종; 하지부종; 가슴 답답; 복벽이 움푹 들어감; 질식; 코막힘; 콧물; 결막염; 의식 저하; 온몸이 떨림; 천식; 말초부종; 감기 증상; 체중감소; 목소리 변화; 구토; 폐기능저하; 사래걸림; 화농성 객담; 폐부종,약 먹는 중인데 추워가 몸땡이가 떨려 그리고 손발이 자꾸 부어.,,있음,symptom,1,0
C,syn_0520,partial_miss|extraction_gold_mismatch,구토,,구토; 코막힘; 흉통,20,흉통; 가슴 답답; 가슴 두근거림; 함몰가슴; 코막힘; 기침; 가래; 천명음; 피부홍조; 삼키기 곤란; 흉부압박감; 발한; 청색증; 불안; 폐부종; 근육통; 결막염; 온몸이 떨림; 반복되는 폐렴; 사래걸림,지난번보다 코가 꽉 막혀 그리고 속이 울렁거려 토할 거 같아 그리고 가슴 한쪽이 찌릿해.,,있음,symptom,1,0
C,syn_0521,negative_hit|extraction_gold_mismatch,,방사통,가래,20,방사통; 가래; 목의 통증; 검은색 가래; 거품이 섞인 가래; 기침; 화농성 객담; 객혈; 구토; 감기 증상; 운동 시 호흡곤란; 오한; 폐부종; 복벽이 움푹 들어감; 사지 부종; 천식; 삼키기 곤란; 코막힘; 두통; 사래걸림,방사통은 지금은 괜찮아 근데 아직 목에 가래가 걸려.,,있음,symptom,1,0
C,syn_0522,miss_all_gold|extraction_gold_mismatch,가슴 두근거림,,가슴 두근거림,20,부정맥; 가슴 답답; 호기의 증가; 사지 부종; 반복되는 폐렴; 기침; 빈호흡; 근력 약화; 탈장; 결막염; 빈맥; 심부전; 삼키기 곤란; 발한; 천식; 콧물; 운동 시 호흡곤란; 근육통; 감기 증상; 구토,약 먹는 중인데 심장이 쿵쿵 뛰는 거 같아.,,있음,symptom,1,0
C,syn_0525,negative_hit|extraction_gold_mismatch,,가래,목의 통증,20,목의 통증; 검은색 가래; 가래; 거품이 섞인 가래; 코막힘; 화농성 객담; 기침; 체중감소; 운동 시 호흡곤란; 콧물; 구토; 감기 증상; 탈장; 기운없음; 결막염; 열; 호기의 증가; 천식; 가슴 답답; 객혈,가래는 이제 거의 없어 근데 며칠 전부터 목이 칼칼하고 아파.,,있음,symptom,1,0
C,syn_0528,partial_miss|extraction_gold_mismatch,흉부압박감,,기침; 흉부압박감,20,기침; 가슴 답답; 반복되는 폐렴; 가슴 두근거림; 눈이 무거운 느낌; 함몰가슴; 삼키기 곤란; 근육통; 결막염; 오한; 감기 증상; 천명음; 콧물; 검은색 가래; 빈맥; 구토; 불안; 가래; 호흡기감염; 운동 시 호흡곤란,가슴을 꽉 누르는 느낌이야 그리고 마른기침이 반복돼 그래서 진료 보러 왔어.,,있음,symptom,1,0
C,syn_0529,negative_hit|extraction_gold_mismatch,,피로감,객혈; 기운없음,20,기침; 피로감; 복벽이 움푹 들어감; 가래; 근력 약화; 운동 시 호흡곤란; 기운없음; 두통; 화농성 객담; 검은색 가래; 객혈; 권태감; 구토; 코막힘; 콧물; 빈맥; 불안; 가슴 답답; 식욕부진; 근육통,피로감은 지금은 괜찮아 근데 아직 몸에 힘이 잘 들어가지 않아 그리고 기침할 때 피가 보여.,,있음,symptom,1,0
C,syn_0533,negative_hit|extraction_gold_mismatch,,설사,구토,20,설사; 구토; 피로감; 경정맥 확장; 복벽이 움푹 들어감; 결막염; 의식 저하; 근긴장의 이상; 근육통; 콧물; 감기 증상; 박동성 통증; 체중감소; 빈호흡; 질식; 흉수; 창백; 방사통; 지남력 장애; 재채기,설사는 좀 나아졌어 근데 아직 토를 했어.,,있음,symptom,1,0
C,syn_0537,negative_hit|extraction_gold_mismatch,,부정맥,검은색 가래; 콧물,20,콧물; 가래; 부정맥; 검은색 가래; 경정맥 확장; 거품이 섞인 가래; 재채기; 결막염; 기침; 객혈; 화농성 객담; 구토; 코막힘; 체중감소; 감기 증상; 운동 시 호흡곤란; 두통; 불안; 열; 빈맥,부정맥은 이제 거의 없어 근데 어제부터 콧물이 줄줄 나와 그리고 거무스름한 가래가 나와.,,있음,symptom,1,0
C,syn_0540,partial_miss|extraction_gold_mismatch,사래걸림,,방사통; 사래걸림; 오한,20,흉통; 가슴 답답; 오한; 복벽이 움푹 들어감; 함몰가슴; 가슴 두근거림; 복부 통증; 목의 통증; 박동성 통증; 삼키기 곤란; 열; 콧물; 결막염; 가래; 근육통; 권태감; 두통; 천명음; 방사통; 반복되는 폐렴,가슴 통증이 팔로 퍼져 그리고 물을 마시면 자주 사레가 들어 그리고 오한이 있어 그래서 진료 보러 왔어.,,있음,symptom,1,0
C,syn_0541,negative_hit|extraction_gold_mismatch,,거품이 섞인 가래,기침,20,가래; 거품이 섞인 가래; 검은색 가래; 반복되는 폐렴; 기침; 객혈; 결막염; 감기 증상; 구토; 콧물; 화농성 객담; 호흡기감염; 빈맥; 운동 시 호흡곤란; 가슴 답답; 천명음; 빈호흡; 오한; 근육통; 불안,거품이 섞인 가래는 지금 없어 근데 마른기침이 반복돼 그래서 진료 보러 왔어.,,있음,symptom,1,0
C,syn_0545,miss_all_gold|negative_hit|extraction_gold_mismatch,운동 시 호흡곤란,코막힘,운동 시 호흡곤란,20,코막힘; 기침; 가슴 답답; 콧물; 열; 가래; 질식; 흉통; 구토; 빈호흡; 권태감; 빈맥; 결막염; 복벽이 움푹 들어감; 기운없음; 식욕부진; 사망; 피로감; 불안; 경정맥 확장,코막힘은 지금 없어 근데 아직 계단을 오르면 숨이 많이 차.,,있음,symptom,1,0
C,syn_0549,negative_hit|extraction_gold_mismatch,,두통,삼키기 곤란; 피로감,20,삼키기 곤란; 두통; 복벽이 움푹 들어감; 권태감; 피로감; 열; 근육통; 가래; 근력 약화; 기침; 흉통; 발한; 불안; 피부홍조; 구토; 지남력 장애; 콧물; 호기의 증가; 압통; 반복되는 폐렴,두통은 지금은 괜찮아 근데 지난번보다 자도자도 피곤해 그리고 삼키기가 힘들어.,,있음,symptom,1,0
C,syn_0551,miss_all_gold|extraction_gold_mismatch,피부홍조,,피부홍조,20,구토; 체중감소; 기운없음; 탈장; 호흡곤란; 복벽이 움푹 들어감; 기침; 콧물; 설사; 무증상; 말초부종; 빈혈; 함몰가슴; 빈호흡; 근력 약화; 호기의 증가; 청색증; 발한; 결막염; 천식,약은 아직 안 먹고 있고 얼굴이 확 달아올라.,,있음,symptom,1,0
C,syn_0553,miss_all_gold|negative_hit|extraction_gold_mismatch,사래걸림,기운없음,사래걸림,20,기운없음; 복벽이 움푹 들어감; 가래; 결막염; 천명음; 콧물; 반복되는 폐렴; 가슴 답답; 열; 호기의 증가; 감기 증상; 운동 시 호흡곤란; 객혈; 근력 약화; 식욕부진; 빈호흡; 천식; 불안; 탈장; 마찰음,기운없음은 지금 없어 근데 물을 마시면 자주 사레가 들어 그래서 진료 보러 왔어.,,있음,symptom,1,0
C,syn_0557,negative_hit|extraction_gold_mismatch,,부정맥,눈의 충혈; 불안,20,부정맥; 경정맥 확장; 눈이 무거운 느낌; 불안; 눈의 충혈; 감기 증상; 구토; 피부홍조; 코막힘; 콧물; 가래; 발한; 두통; 빈맥; 빈호흡; 호기의 증가; 권태감; 피로감; 청색증; 지남력 장애,부정맥은 나아졌어 근데 며칠 전부터 불안감이 계속돼 그리고 눈이 붉어졌어.,,있음,symptom,1,0
C,syn_0560,partial_miss|extraction_gold_mismatch,권태감; 호흡곤란,,거품이 섞인 가래; 권태감; 호흡곤란,20,가래; 거품이 섞인 가래; 검은색 가래; 어지러움; 눈이 무거운 느낌; 가슴 답답; 기침; 구토; 화농성 객담; 흉통; 운동 시 호흡곤란; 객혈; 삼키기 곤란; 기운없음; 체중감소; 감기 증상; 불안; 피부홍조; 발한; 근력 약화,괜히 몸땡이가 무겁고 처져 그리고 숨이 잘 안 쉬어지는 느낌이야 그리고 가래가 거품처럼 올라와 그래서 좀 불편해.,,있음,symptom,1,0
C,syn_0561,negative_hit|extraction_gold_mismatch,,온몸이 떨림,눈이 무거운 느낌,20,눈이 무거운 느낌; 온몸이 떨림; 구토; 흉통; 눈의 충혈; 호흡곤란; 체중감소; 감기 증상; 열; 삼키기 곤란; 불안; 피로감; 권태감; 빈호흡; 운동 시 호흡곤란; 근육통; 가슴 답답; 피부홍조; 빈맥; 기침,온몸가 떨림은 좀 나아졌어 근데 눈이 무거워 그래서 좀 불편해.,,있음,symptom,1,0
C,syn_0565,negative_hit|extraction_gold_mismatch,,오한,감기 증상,20,오한; 감기 증상; 무증상; 뇌압상승증상; 다발성 장기부전 증상; 두통; 근육통; 권태감; 설사; 체중감소; 구토; 객혈; 열; 피로감; 말초부종; 콧물; 결막염; 가래; 호흡기감염; 식욕부진,오한은 나아졌어 근데 오늘 아침부터 감기 증상이 이어져.,,있음,symptom,1,0
C,syn_0566,miss_all_gold|extraction_gold_mismatch,오한,,오한,20,운동 시 호흡곤란; 기침; 불안; 두통; 발한; 피부홍조; 온몸이 떨림; 호기의 증가; 콧물; 복벽이 움푹 들어감; 천식; 코막힘; 부정맥; 체중감소; 의식 저하; 감기 증상; 사래걸림; 호흡곤란; 어지러움; 경정맥 확장,추워가 몸땡이가 떨려 그래서 좀 불편해. 점점 더 신경 쓰여.,,있음,symptom,1,0
C,syn_0567,partial_miss|extraction_gold_mismatch,구토,,구토; 코막힘,20,코막힘; 콧물; 질식; 감기 증상; 근력 약화; 기운없음; 결막염; 마찰음; 서맥; 열; 경정맥 확장; 눈꼽; 말초부종; 천식; 사래걸림; 가슴 답답; 사지 부종; 흉수; 눈의 충혈; 방사통,코막힘이 계속돼 그리고 토할 것 같아 그래서 진료 보러 왔어.,,있음,symptom,1,0
C,syn_0569,partial_miss|negative_hit|extraction_gold_mismatch,가슴 두근거림,눈꼽,가슴 두근거림; 하지부종,20,하지부종; 눈꼽; 눈이 무거운 느낌; 가슴 답답; 가래; 탈장; 구토; 부정맥; 발한; 사지 부종; 결막염; 피부홍조; 근력 약화; 콧물; 불안; 눈의 충혈; 운동 시 호흡곤란; 기침; 빈호흡; 지남력 장애,눈꼽은 지금은 괜찮아 근데 며칠 전부터 심장이 빨리 뛰는 느낌이야 그리고 다리가 부어.,,있음,symptom,1,0
C,syn_0570,partial_miss|extraction_gold_mismatch,피로감,,근력 약화; 눈의 충혈; 피로감,20,눈이 무거운 느낌; 근력 약화; 눈의 충혈; 콧물; 구토; 기운없음; 코막힘; 사지 부종; 가슴 답답; 빈호흡; 무증상; 빈맥; 지남력 장애; 눈꼽; 체중감소; 권태감; 의식 저하; 호기의 증가; 어지러움; 기침,눈이 벌겋게 됐어 그리고 힘이 부쩍 약해진 거 같아 그리고 자도자도 피곤해 그래서 좀 불편해.,,있음,symptom,1,0
C,syn_0573,negative_hit|extraction_gold_mismatch,,흉부압박감,호흡곤란,20,호흡곤란; 흉부압박감; 천명음; 흉통; 가슴 답답; 감기 증상; 탈장; 청색증; 저산소증; 서맥; 권태감; 피부홍조; 눈이 무거운 느낌; 두통; 천식; 화농성 객담; 기운없음; 코막힘; 발한; 불안,흉부압박감은 지금 없어 근데 약 먹는 중에도 가만히 있어도 숨쉬기가 불편해.,,있음,symptom,1,0
C,syn_0574,miss_all_gold|extraction_gold_mismatch,어지러움,,어지러움,20,발한; 기침; 피부홍조; 불안; 호기의 증가; 지남력 장애; 복벽이 움푹 들어감; 화농성 객담; 사래걸림; 천식; 경정맥 확장; 두통; 눈꼽; 곤봉지; 서맥; 박동성 통증; 의식 변화; 가슴 답답; 폐부종; 반복되는 폐렴,지난번보다 머리깽이가 핑 돌아.,,있음,symptom,1,0
C,syn_0577,negative_hit|extraction_gold_mismatch,,가슴 답답,설사; 천명음,20,가슴 답답; 함몰가슴; 설사; 목소리 변화; 가슴 두근거림; 천명음; 삼키기 곤란; 감기 증상; 결막염; 콧물; 가래; 불안; 발한; 청색증; 피부홍조; 호흡곤란; 흉통; 코막힘; 구토; 하지부종,가슴 답답은 지금 없어 근데 설사가 계속돼 그리고 가슴에서 쌕쌕 소리가 나 그래서 진료 보러 왔어.,,있음,symptom,1,0
C,syn_0580,partial_miss|extraction_gold_mismatch,구토; 빈맥,,구토; 빈맥; 흉통,20,흉통; 가슴 답답; 함몰가슴; 가슴 두근거림; 눈이 무거운 느낌; 가래; 청색증; 삼키기 곤란; 천식; 탈장; 근육통; 호기의 증가; 두통; 불안; 피부홍조; 사망; 발한; 체중감소; 운동 시 호흡곤란; 기침,며칠 전부터 속이 울렁거려 토할 거 같아 그리고 가슴 한쪽이 찌릿해 그리고 심장이 빠르게 뛰는 느낌이야.,,있음,symptom,1,0
C,syn_0581,negative_hit|extraction_gold_mismatch,,콧물,체중감소,20,콧물; 체중감소; 결막염; 코막힘; 기침; 재채기; 열; 두통; 구토; 감기 증상; 가래; 근육통; 오한; 사망; 천식; 호기의 증가; 빈호흡; 폐부종; 불안; 식욕부진,콧물은 지금 없어 근데 약 먹는 중에도 최근 살이 많이 빠졌어.,,있음,symptom,1,0
C,syn_0585,negative_hit|extraction_gold_mismatch,,감기 증상,온몸이 떨림,20,감기 증상; 온몸이 떨림; 무증상; 다발성 장기부전 증상; 뇌압상승증상; 체중감소; 두통; 근육통; 설사; 오한; 권태감; 구토; 말초부종; 객혈; 가래; 폐부종; 식욕부진; 결막염; 피로감; 심부전,감기 증상은 지금 없어 근데 아직 온몸이 떨려.,,있음,symptom,1,0
C,syn_0587,miss_all_gold|extraction_gold_mismatch,방사통; 사래걸림,,방사통; 사래걸림,20,복벽이 움푹 들어감; 목의 통증; 복부 통증; 박동성 통증; 가래; 결막염; 콧물; 가슴 답답; 객혈; 반복되는 폐렴; 천명음; 체중감소; 피로감; 코막힘; 삼키기 곤란; 흉통; 재채기; 청색증; 식욕부진; 호흡곤란,어제부터 통증이 어깨 쪽으로 뻗쳐 그리고 물을 마시면 자주 사레가 들어.,,있음,symptom,1,0
C,syn_0589,negative_hit|extraction_gold_mismatch,,흉통,객혈; 창백,20,객혈; 가래; 흉통; 창백; 거품이 섞인 가래; 검은색 가래; 감기 증상; 구토; 기침; 가슴 답답; 화농성 객담; 불안; 호흡곤란; 호기의 증가; 결막염; 흉곽 팽윤; 천식; 콧물; 심부전; 흉수,흉통은 지금 없어 근데 가래에 피가 섞여 나와 그리고 얼굴이 창백해졌어 그래서 진료 보러 왔어.,,있음,symptom,1,0
C,syn_0592,miss_all_gold|extraction_gold_mismatch,운동 시 호흡곤란,,운동 시 호흡곤란,20,호흡곤란; 가슴 답답; 화농성 객담; 기운없음; 결막염; 질식; 구토; 복벽이 움푹 들어감; 가래; 빈맥; 설사; 기침; 식욕부진; 감기 증상; 권태감; 빈호흡; 검은색 가래; 거품이 섞인 가래; 코막힘; 방사통,약 먹는 중인데 조금만 걸어도 숨이 차.,,있음,symptom,1,0
C,syn_0593,negative_hit|extraction_gold_mismatch,,어지러움,흉통,20,호흡곤란; 어지러움; 가슴 답답; 가슴 두근거림; 함몰가슴; 기침; 가래; 흉통; 삼키기 곤란; 천명음; 피부홍조; 불안; 청색증; 저산소증; 두통; 거품이 섞인 가래; 결막염; 온몸이 떨림; 코막힘; 검은색 가래,어지러움은 이제 거의 없어 근데 지난번보다 숨 쉬면 가슴이 결려.,,있음,symptom,1,0
C,syn_0597,negative_hit|extraction_gold_mismatch,,창백,검은색 가래; 재채기,20,검은색 가래; 재채기; 가래; 창백; 거품이 섞인 가래; 기침; 구토; 화농성 객담; 운동 시 호흡곤란; 체중감소; 감기 증상; 오한; 두통; 가슴 답답; 호흡곤란; 질식; 결막염; 객혈; 폐부종; 복벽이 움푹 들어감,창백은 나아졌어 근데 약 먹는 중에 검은색 가래가 나와 그리고 재채기가 멈추지 않아.,,있음,symptom,1,0
C,syn_0600,partial_miss|extraction_gold_mismatch,오한,,사래걸림; 사지 부종; 오한,20,하지부종; 사래걸림; 가래; 기침; 콧물; 결막염; 검은색 가래; 식욕부진; 사망; 가슴 답답; 체중감소; 운동 시 호흡곤란; 발한; 사지 부종; 피부홍조; 불안; 구토; 객혈; 호흡곤란; 천식,최근에 먹다가 자꾸 사래가 걸려 그리고 몸땡이가 으슬으슬해 그리고 팔다리가 붓는 거 같아.,,있음,symptom,1,0
C,syn_0601,negative_hit|extraction_gold_mismatch,,근력 약화,화농성 객담,20,가래; 근력 약화; 검은색 가래; 거품이 섞인 가래; 기침; 화농성 객담; 구토; 운동 시 호흡곤란; 감기 증상; 오한; 객혈; 체중감소; 사지 부종; 근긴장의 이상; 눈꼽; 지남력 장애; 마찰음; 창백; 천식; 질식,근력 약화는 지금은 괜찮아 근데 최근에 가래가 노랗고 진해.,,있음,symptom,1,0
C,syn_0605,negative_hit|extraction_gold_mismatch,,발한,부정맥,20,발한; 눈이 무거운 느낌; 부정맥; 서맥; 삼키기 곤란; 불안; 경정맥 확장; 빈맥; 흉수; 마찰음; 창백; 천식; 말초부종; 피부홍조; 압통; 복벽이 움푹 들어감; 폐기능저하; 방사통; 코막힘; 눈꼽,발한은 지금은 괜찮아 근데 맥이 건너뛰는 느낌이야 그래서 진료 보러 왔어.,,있음,symptom,1,0
C,syn_0607,partial_miss|extraction_gold_mismatch,권태감,,권태감; 호흡곤란,20,호흡곤란; 눈이 무거운 느낌; 온몸이 떨림; 복벽이 움푹 들어감; 감기 증상; 체중감소; 빈호흡; 가래; 가슴 답답; 콧물; 코막힘; 식욕부진; 서맥; 피로감; 반복되는 폐렴; 근육통; 오한; 심부전; 흉통; 폐부종,치료 후에도 전반적으로 몸이 무거워 그리고 숨이 차서 힘들어.,,있음,symptom,1,0
C,syn_0608,partial_miss|extraction_gold_mismatch,어지러움,,눈이 무거운 느낌; 어지러움,20,눈이 무거운 느낌; 구토; 삼키기 곤란; 눈의 충혈; 열; 가슴 답답; 흉통; 불안; 발한; 천명음; 피부홍조; 오한; 근육통; 감기 증상; 빈맥; 질식; 콧물; 빈호흡; 코막힘; 말초부종,눈이 무겁게 느껴져 그리고 빙빙 도는 느낌이 있어 그래서 진료 보러 왔어.,,있음,symptom,1,0
C,syn_0609,partial_miss|negative_hit|extraction_gold_mismatch,흉부압박감,운동 시 호흡곤란,삼키기 곤란; 흉부압박감,20,호흡곤란; 운동 시 호흡곤란; 가슴 답답; 삼키기 곤란; 함몰가슴; 호흡기감염; 빈호흡; 눈이 무거운 느낌; 가슴 두근거림; 수유 곤란; 기침; 불안; 발한; 가래; 피부홍조; 권태감; 청색증; 식욕부진; 두통; 호기의 증가,운동 시 호흡곤란은 지금은 괜찮아 근데 약 먹는 중에 삼키기가 어려워 그리고 가슴을 꽉 누르는 느낌이야.,,있음,symptom,1,0
C,syn_0610,partial_miss|extraction_gold_mismatch,객혈,,객혈; 기운없음; 재채기,20,기침; 재채기; 검은색 가래; 코막힘; 콧물; 가래; 감기 증상; 구토; 결막염; 근력 약화; 운동 시 호흡곤란; 체중감소; 폐부종; 오한; 천명음; 기운없음; 빈맥; 가슴 답답; 식욕부진; 사망,치료하고 나서도 재채기가 자꾸 나와 그리고 몸땡이에 힘이 쭉 빠져 그리고 기침하면 피가 비쳐.,,있음,symptom,1,0
C,syn_0613,miss_all_gold|negative_hit|extraction_gold_mismatch,오한,호흡곤란,오한,20,호흡곤란; 운동 시 호흡곤란; 빈호흡; 온몸이 떨림; 호흡기감염; 삼키기 곤란; 수유 곤란; 가래; 기침; 불안; 함몰가슴; 체중감소; 빈맥; 청색증; 천명음; 식욕부진; 권태감; 호기의 증가; 흉통; 천식,호흡곤란은 나아졌어 근데 며칠 전부터 몸이 춥고 떨려.,,있음,symptom,1,0
C,syn_0616,miss_all_gold|extraction_gold_mismatch,가슴 두근거림,,가슴 두근거림,20,눈이 무거운 느낌; 구토; 부정맥; 삼키기 곤란; 탈장; 가슴 답답; 불안; 눈의 충혈; 발한; 말초부종; 오한; 근육통; 감기 증상; 콧물; 창백; 경정맥 확장; 빈맥; 두통; 마찰음; 피부홍조,심장이 빨리 뛰는 느낌이야 그래서 진료 보러 왔어.,,있음,symptom,1,0
C,syn_0617,negative_hit|extraction_gold_mismatch,,화농성 객담,근력 약화; 눈의 충혈,20,화농성 객담; 눈이 무거운 느낌; 복벽이 움푹 들어감; 체중감소; 콧물; 기운없음; 구토; 근력 약화; 가래; 기침; 피부홍조; 눈의 충혈; 코막힘; 불안; 오한; 천명음; 삼키기 곤란; 가슴 답답; 발한; 폐부종,화농성 객담은 이제 거의 없어 근데 아직 눈이 벌겋게 됐어 그리고 팔다리에 힘이 잘 안 들어가.,,있음,symptom,1,0
C,syn_0621,miss_all_gold|negative_hit|extraction_gold_mismatch,어지러움,하지부종,어지러움,20,하지부종; 사지 부종; 말초부종; 폐부종; 눈이 무거운 느낌; 불안; 무증상; 열; 피부홍조; 발한; 청색증; 검은색 가래; 흉통; 근육통; 흉부압박감; 빈호흡; 흉수; 천식; 빈맥; 삼키기 곤란,하지부종은 지금은 괜찮아 근데 빙 도는 느낌이 있어 그래서 좀 불편해.,,있음,symptom,1,0
C,syn_0624,miss_all_gold|extraction_gold_mismatch,설사,,설사,20,질식; 목소리 변화; 의식 변화; 화농성 객담; 호기의 증가; 결막염; 복벽이 움푹 들어감; 의식 저하; 빈혈; 천식; 사지 부종; 감기 증상; 폐기능저하; 체중감소; 콧물; 인지장애; 폐부종; 마찰음; 호흡기감염; 창백,약 먹는 중인데 묽은 변을 몇 번씩 봐.,,있음,symptom,1,0
C,syn_0625,negative_hit|extraction_gold_mismatch,,재채기,복부팽만감,20,재채기; 복부팽만감; 복부 통증; 눈이 무거운 느낌; 삼키기 곤란; 가슴 답답; 피부홍조; 빈호흡; 불안; 발한; 복벽이 움푹 들어감; 폐부종; 곤봉지; 기침; 호기의 증가; 흉곽 팽윤; 두통; 창백; 피로감; 오한,재채기는 나아졌어 근데 아직 복부가 팽팽한 느낌이야.,,있음,symptom,1,0
C,syn_0627,partial_miss|extraction_gold_mismatch,구토,,구토; 흉통,20,가슴 답답; 함몰가슴; 가슴 두근거림; 천명음; 청색증; 가래; 기침; 삼키기 곤란; 근육통; 흉통; 서맥; 저산소증; 반복되는 폐렴; 호기의 증가; 콧물; 결막염; 코막힘; 객혈; 온몸이 떨림; 사망,지난번보다 속이 울렁거려 토할 거 같아 그리고 가슴이 콕콕 아파.,,있음,symptom,1,0
C,syn_0629,partial_miss|negative_hit|extraction_gold_mismatch,두통,목소리 변화,두통; 하지부종,20,목소리 변화; 의식 변화; 목의 통증; 가슴 답답; 결막염; 콧물; 가래; 사지 부종; 하지부종; 발한; 근력 약화; 피부홍조; 불안; 열; 사망; 마찰음; 체중감소; 천명음; 지남력 장애; 호기의 증가,목소리 변화는 좀 나아졌어 근데 다리깽이가 퉁퉁 부어 그리고 머리깽이가 깨질 듯 아파.,,있음,symptom,1,0
C,syn_0633,negative_hit|extraction_gold_mismatch,,목의 통증,거품이 섞인 가래,20,목의 통증; 가래; 거품이 섞인 가래; 검은색 가래; 박동성 통증; 복부 통증; 기침; 체중감소; 구토; 탈장; 화농성 객담; 운동 시 호흡곤란; 감기 증상; 두통; 객혈; 오한; 기운없음; 근력 약화; 불안; 발한,목의 통증은 좀 나아졌어 근데 약은 아직 안 먹고 있고 거품 낀 가래가 나와.,,있음,symptom,1,0
C,syn_0637,negative_hit|extraction_gold_mismatch,,사래걸림,가슴 답답; 천명음,20,천명음; 가슴 답답; 사래걸림; 목소리 변화; 함몰가슴; 가슴 두근거림; 결막염; 가래; 콧물; 삼키기 곤란; 폐부종; 흉통; 호흡곤란; 검은색 가래; 불안; 청색증; 구토; 발한; 피부홍조; 하지부종,사래걸림은 지금 없어 근데 약 먹는 중에 가슴에서 쌕쌕 소리가 나 그리고 가슴이 막힌 듯 답답해.,,있음,symptom,1,0
C,syn_0640,partial_miss|extraction_gold_mismatch,빈맥; 흉통,,목의 통증; 빈맥; 흉통,20,가슴 답답; 목의 통증; 함몰가슴; 가슴 두근거림; 눈이 무거운 느낌; 콧물; 천식; 체중감소; 서맥; 코막힘; 삼키기 곤란; 불안; 저산소증; 근육통; 고탄산증; 호기의 증가; 가래; 피부홍조; 발한; 두통,지금 먹는 약은 없고 가슴 한쪽이 아파 그리고 심박이 빠른 느낌이야 그리고 목이 따갑고 아파.,,있음,symptom,1,0
C,syn_0641,negative_hit|extraction_gold_mismatch,,체중감소,눈꼽,20,눈꼽; 체중감소; 가래; 기침; 마찰음; 식욕부진; 흉통; 구토; 천명음; 가슴 답답; 결막염; 반복되는 폐렴; 눈이 무거운 느낌; 빈혈; 호기의 증가; 목소리 변화; 열; 뇌압상승증상; 검은색 가래; 기운없음,체중감소는 나아졌어 근데 아직 아침마다 눈꼽이 많이 껴.,,있음,symptom,1,0
C,syn_0643,miss_all_gold|extraction_gold_mismatch,피로감,,피로감,20,감기 증상; 콧물; 운동 시 호흡곤란; 권태감; 박동성 통증; 코막힘; 말초부종; 마찰음; 창백; 탈장; 사래걸림; 기침; 온몸이 떨림; 근력 약화; 발한; 열; 방사통; 흉곽 팽윤; 피부홍조; 불안,쉬어도 피곤해 그래서 진료 보러 왔어.,,있음,symptom,1,0
